T (K),Z*10^-4 reported,Resist. (Ohm.cm),Seebeck (uV/K),kappaZT,,Resist. (400K),Seebeck (400K),Pf (W/K^2/m),ZT,kappa (W/mK),x,Formula,series,T Max,family,,,Conduct. (S/cm),,Power Factor*T (W/mK),preparative route,final form,Authors,DOI,Comments,Comments,Cell Volume (A^3),Formula Units per Cell,Atoms per formula unit,total atoms per unit cell,average atomic volume,Author of Unit Cell,Unit Cell DOI,ICSD of structure,temp of ICSD (K),S^2,ke/ktotal,space group,# symmetry elements,,
400,,0.007257717,-72.44,2.8918E-02,1,0.007258,-72.44,7.2295E-05,,,0.1,Ca0.9Bi0.1Mn0.9Nb0.1O3,Ca1-xBixMn1-yNbyO3,,CaMnO3,,,1.3778E+02,,2.8918E-02,Solid state reaction,polycrystalline,Park2009JAC,http://dx.doi.org/10.1016/j.jallcom.2009.08.012,x=y,,206.97,4,5,20,10.3485,Poeppelmeier,http://dx.doi.org/10.1016/0022-4596(82)90292-4,35218,300,5.2469E+03,,62,8,,
700,,0.007633259,-80.65,5.9651E-02,1,0.007258,-72.44,8.5216E-05,,,0.1,Ca0.9Bi0.1Mn0.9Nb0.1O3,Ca1-xBixMn1-yNbyO3,,CaMnO3,,,1.3101E+02,,5.9651E-02,Solid state reaction,polycrystalline,Park2009JAC,http://dx.doi.org/10.1016/j.jallcom.2009.08.012,x=y,,206.97,4,5,20,10.3485,Poeppelmeier,http://dx.doi.org/10.1016/0022-4596(82)90292-4,35218,300,6.5048E+03,,62,8,,
1000,,0.008303286,-92.67,1.0342E-01,1,0.007258,-72.44,1.0342E-04,,,0.1,Ca0.9Bi0.1Mn0.9Nb0.1O3,Ca1-xBixMn1-yNbyO3,,CaMnO3,,,1.2043E+02,,1.0342E-01,Solid state reaction,polycrystalline,Park2009JAC,http://dx.doi.org/10.1016/j.jallcom.2009.08.012,x=y,Extrapolated from 972 K,206.97,4,5,20,10.3485,Poeppelmeier,http://dx.doi.org/10.1016/0022-4596(82)90292-4,35218,300,8.5869E+03,,62,8,,
300,,0.02,-180.00,4.8600E-02,1,0.0215409,-203.88,1.6200E-04,0.01944,2.5,0.02,CaMn0.98Nb0.02O3,CaMn1-xNbxO3,,CaMnO3,,,5.0000E+01,,4.8600E-02,Ultrasonic Spray Pyrolysis,polycrystalline,Populoh2011JMR,http://dx.doi.org/10.1557/jmr.2011.140,<200 nm crystal size,,208.21,4,5,20,10.4105,Bocher,http://dx.doi.org/10.1016/j.actamat.2009.07.062,166044,298,3.2400E+04,0.01464,62,8,,
400,,0.0215409,-203.88,7.7184E-02,1,0.021541,-203.88,1.9296E-04,0.03719487,2.07513,0.02,CaMn0.98Nb0.02O3,CaMn1-xNbxO3,,CaMnO3,,,4.6423E+01,,7.7184E-02,Ultrasonic Spray Pyrolysis,polycrystalline,Populoh2011JMR,http://dx.doi.org/10.1557/jmr.2011.140,<200 nm crystal size,,208.21,4,5,20,10.4105,Bocher,http://dx.doi.org/10.1016/j.actamat.2009.07.062,166044,298,4.1565E+04,0.02183437,62,8,,
700,,0.028358,-234.57,1.3583E-01,1,0.021541,-203.88,1.9404E-04,0.083293437,1.63069,0.02,CaMn0.98Nb0.02O3,CaMn1-xNbxO3,,CaMnO3,,,3.5263E+01,,1.3583E-01,Ultrasonic Spray Pyrolysis,polycrystalline,Populoh2011JMR,http://dx.doi.org/10.1557/jmr.2011.140,<200 nm crystal size,,208.21,4,5,20,10.4105,Bocher,http://dx.doi.org/10.1016/j.actamat.2009.07.062,166044,298,5.5025E+04,0.036935234,62,8,,
1000,,0.0308794,-248.22,1.9952E-01,1,0.021541,-203.88,1.9952E-04,0.144503757,1.38075,0.02,CaMn0.98Nb0.02O3,CaMn1-xNbxO3,,CaMnO3,,,3.2384E+01,,1.9952E-01,Ultrasonic Spray Pyrolysis,polycrystalline,Populoh2011JMR,http://dx.doi.org/10.1557/jmr.2011.140,<200 nm crystal size,,208.21,4,5,20,10.4105,Bocher,http://dx.doi.org/10.1016/j.actamat.2009.07.062,166044,298,6.1612E+04,0.057227651,62,8,,
400,,0.0183658,-153.66,5.1421E-02,1,0.01837,-153.66,1.2855E-04,,,0.02,CaMn0.98Ru0.02O3,CaMn1-xRuxO3,,CaMnO3,,,5.4449E+01,,5.1421E-02,Solid state reaction,polycrystalline,Zhou2003MRB,http://dx.doi.org/10.1016/S0025-5408(02)00997-2,"Ru content dampens Seebeck (bad), but increases conductivity (good)",Seebeck extrapolated from 500 K,208.21,4,5,20,10.4105,Bocher,http://dx.doi.org/10.1016/j.actamat.2009.07.062,166044,298,2.3610E+04,,62,8,,
700,,0.0241829,-195.78,1.1095E-01,1,0.018366,-153.66,1.5851E-04,,,0.02,CaMn0.98Ru0.02O3,CaMn1-xRuxO3,,CaMnO3,,,4.1352E+01,,1.1095E-01,Solid state reaction,polycrystalline,Zhou2003MRB,http://dx.doi.org/10.1016/S0025-5408(02)00997-2,"Ru content dampens Seebeck (bad), but increases conductivity (good)",,208.21,4,5,20,10.4105,Bocher,http://dx.doi.org/10.1016/j.actamat.2009.07.062,166044,298,3.8331E+04,,62,8,,
1000,,0.0279999,-213.72,1.6313E-01,1,0.018366,-153.66,1.6313E-04,,,0.02,CaMn0.98Ru0.02O3,CaMn1-xRuxO3,,CaMnO3,,,3.5714E+01,,1.6313E-01,Solid state reaction,polycrystalline,Zhou2003MRB,http://dx.doi.org/10.1016/S0025-5408(02)00997-2,"Ru content dampens Seebeck (bad), but increases conductivity (good)",,208.21,4,5,20,10.4105,Bocher,http://dx.doi.org/10.1016/j.actamat.2009.07.062,166044,298,4.5677E+04,,62,8,,
400,,0.00752127,-119.99,7.6564E-02,1,0.007521,-119.99,1.9141E-04,0.020374273,3.75786,0.04,CaMn0.96Ru0.04O3,CaMn1-xRuxO3,,CaMnO3,,,1.3296E+02,,7.6564E-02,Solid state reaction,polycrystalline,Zhou2003MRB,http://dx.doi.org/10.1016/S0025-5408(02)00997-2,"Ru content dampens Seebeck (bad), but increases conductivity (good)",,208.21,4,5,20,10.4105,Bocher,http://dx.doi.org/10.1016/j.actamat.2009.07.062,166044,298,1.4396E+04,0.034531707,62,8,,
700,,0.0101835,-137.22,1.2942E-01,1,0.007521,-119.99,1.8489E-04,0.039949192,3.23973,0.04,CaMn0.96Ru0.04O3,CaMn1-xRuxO3,,CaMnO3,,,9.8198E+01,,1.2942E-01,Solid state reaction,polycrystalline,Zhou2003MRB,http://dx.doi.org/10.1016/S0025-5408(02)00997-2,"Ru content dampens Seebeck (bad), but increases conductivity (good)",,208.21,4,5,20,10.4105,Bocher,http://dx.doi.org/10.1016/j.actamat.2009.07.062,166044,298,1.8829E+04,0.051770455,62,8,,
1000,,0.0126982,-152.89,1.8409E-01,1,0.007521,-119.99,1.8409E-04,0.063883122,2.88165,0.04,CaMn0.96Ru0.04O3,CaMn1-xRuxO3,,CaMnO3,,,7.8751E+01,,1.8409E-01,Solid state reaction,polycrystalline,Zhou2003MRB,http://dx.doi.org/10.1016/S0025-5408(02)00997-2,"Ru content dampens Seebeck (bad), but increases conductivity (good)",,208.21,4,5,20,10.4105,Bocher,http://dx.doi.org/10.1016/j.actamat.2009.07.062,166044,298,2.3376E+04,0.066681665,62,8,,
400,,0.00660169,-101.60,6.2539E-02,1,0.006602,-101.60,1.5635E-04,,,0.06,CaMn0.94Ru0.06O3,CaMn1-xRuxO3,,CaMnO3,,,1.5148E+02,,6.2539E-02,Solid state reaction,polycrystalline,Zhou2003MRB,http://dx.doi.org/10.1016/S0025-5408(02)00997-2,"Ru content dampens Seebeck (bad), but increases conductivity (good)",,208.21,4,5,20,10.4105,Bocher,http://dx.doi.org/10.1016/j.actamat.2009.07.062,166044,298,1.0322E+04,,62,8,,
700,,0.00892335,-122.22,1.1718E-01,1,0.006602,-101.60,1.6740E-04,,,0.06,CaMn0.94Ru0.06O3,CaMn1-xRuxO3,,CaMnO3,,,1.1207E+02,,1.1718E-01,Solid state reaction,polycrystalline,Zhou2003MRB,http://dx.doi.org/10.1016/S0025-5408(02)00997-2,"Ru content dampens Seebeck (bad), but increases conductivity (good)",,208.21,4,5,20,10.4105,Bocher,http://dx.doi.org/10.1016/j.actamat.2009.07.062,166044,298,1.4938E+04,,62,8,,
1000,,0.0113926,-144.55,1.8339E-01,1,0.006602,-101.60,1.8339E-04,,,0.06,CaMn0.94Ru0.06O3,CaMn1-xRuxO3,,CaMnO3,,,8.7776E+01,,1.8339E-01,Solid state reaction,polycrystalline,Zhou2003MRB,http://dx.doi.org/10.1016/S0025-5408(02)00997-2,"Ru content dampens Seebeck (bad), but increases conductivity (good)",,208.21,4,5,20,10.4105,Bocher,http://dx.doi.org/10.1016/j.actamat.2009.07.062,166044,298,2.0893E+04,,62,8,,
400,,0.00395648,-60.57,3.7090E-02,1,0.003956,-60.57,9.2725E-05,,,0.1,CaMn0.9Ru0.1O3,CaMn1-xRuxO3,,CaMnO3,,,2.5275E+02,,3.7090E-02,Solid state reaction,polycrystalline,Zhou2003MRB,http://dx.doi.org/10.1016/S0025-5408(02)00997-2,"Ru content dampens Seebeck (bad), but increases conductivity (good)",,210.36,4,5,20,10.518,Zhou,http://dx.doi.org/10.1021/cm9007238,165698,293,3.6687E+03,,62,8,,
700,,0.00529042,-81.62,8.8145E-02,1,0.003956,-60.57,1.2592E-04,,,0.1,CaMn0.9Ru0.1O3,CaMn1-xRuxO3,,CaMnO3,,,1.8902E+02,,8.8145E-02,Solid state reaction,polycrystalline,Zhou2003MRB,http://dx.doi.org/10.1016/S0025-5408(02)00997-2,"Ru content dampens Seebeck (bad), but increases conductivity (good)",,210.36,4,5,20,10.518,Zhou,http://dx.doi.org/10.1021/cm9007238,165698,293,6.6618E+03,,62,8,,
1000,,0.00673792,-101.82,1.5387E-01,1,0.003956,-60.57,1.5387E-04,,,0.1,CaMn0.9Ru0.1O3,CaMn1-xRuxO3,,CaMnO3,,,1.4841E+02,,1.5387E-01,Solid state reaction,polycrystalline,Zhou2003MRB,http://dx.doi.org/10.1016/S0025-5408(02)00997-2,"Ru content dampens Seebeck (bad), but increases conductivity (good)",,210.36,4,5,20,10.518,Zhou,http://dx.doi.org/10.1021/cm9007238,165698,293,1.0368E+04,,62,8,,
400,,0.00310502,-35.67,1.6392E-02,1,0.003105,-35.67,4.0981E-05,,,0.18,CaMn0.82Ru0.18O3,CaMn1-xRuxO3,,CaMnO3,,,3.2206E+02,,1.6392E-02,Solid state reaction,polycrystalline,Zhou2003MRB,http://dx.doi.org/10.1016/S0025-5408(02)00997-2,"Ru content dampens Seebeck (bad), but increases conductivity (good)",,210.36,4,5,20,10.518,Zhou,http://dx.doi.org/10.1021/cm9007238,165698,293,1.2725E+03,,62,8,,
700,,0.00403027,-55.87,5.4220E-02,1,0.003105,-35.67,7.7458E-05,,,0.18,CaMn0.82Ru0.18O3,CaMn1-xRuxO3,,CaMnO3,,,2.4812E+02,,5.4220E-02,Solid state reaction,polycrystalline,Zhou2003MRB,http://dx.doi.org/10.1016/S0025-5408(02)00997-2,"Ru content dampens Seebeck (bad), but increases conductivity (good)",,210.36,4,5,20,10.518,Zhou,http://dx.doi.org/10.1021/cm9007238,165698,293,3.1217E+03,,62,8,,
1000,,0.00504634,-67.87,9.1278E-02,1,0.003105,-35.67,9.1278E-05,,,0.18,CaMn0.82Ru0.18O3,CaMn1-xRuxO3,,CaMnO3,,,1.9816E+02,,9.1278E-02,Solid state reaction,polycrystalline,Zhou2003MRB,http://dx.doi.org/10.1016/S0025-5408(02)00997-2,"Ru content dampens Seebeck (bad), but increases conductivity (good)",,210.36,4,5,20,10.518,Zhou,http://dx.doi.org/10.1021/cm9007238,165698,293,4.6062E+03,,62,8,,
300,,0.03054545,-211.97,4.4127E-02,1,0.027541,-215.39,1.4709E-04,,,0.02,CaGd0.98Mn0.02O3,Ca1-xGdxMnO3,,CaMnO3,,,3.2738E+01,,4.4127E-02,Co-precipitation,polycrystalline,Lan2010JACS,http://dx.doi.org/10.1111/j.1551-2916.2010.03673.x,50-70nm crystal size,Extrapolated from 323 K,210.36,4,5,20,10.518,Zhou,http://dx.doi.org/10.1021/cm9007238,165698,293,4.4930E+04,,62,8,,
400,,0.027541002,-215.39,6.7377E-02,1,0.027541,-215.39,1.6844E-04,,,0.02,CaGd0.98Mn0.02O3,Ca1-xGdxMnO3,,CaMnO3,,,3.6310E+01,,6.7377E-02,Co-precipitation,polycrystalline,Lan2010JACS,http://dx.doi.org/10.1111/j.1551-2916.2010.03673.x,50-70nm crystal size,,210.36,4,5,20,10.518,Zhou,http://dx.doi.org/10.1021/cm9007238,165698,293,4.6391E+04,,62,8,,
700,,0.022105261,-227.92,1.6450E-01,1,0.027541,-215.39,2.3500E-04,,,0.02,CaGd0.98Mn0.02O3,Ca1-xGdxMnO3,,CaMnO3,,,4.5238E+01,,1.6450E-01,Co-precipitation,polycrystalline,Lan2010JACS,http://dx.doi.org/10.1111/j.1551-2916.2010.03673.x,50-70nm crystal size,,210.36,4,5,20,10.518,Zhou,http://dx.doi.org/10.1021/cm9007238,165698,293,5.1948E+04,,62,8,,
1000,,0.022702713,-235.33,2.4393E-01,1,0.027541,-215.39,2.4393E-04,,,0.02,CaGd0.98Mn0.02O3,Ca1-xGdxMnO3,,CaMnO3,,,4.4048E+01,,2.4393E-01,Co-precipitation,polycrystalline,Lan2010JACS,http://dx.doi.org/10.1111/j.1551-2916.2010.03673.x,50-70nm crystal size,Extrapolated from 926 K,210.36,4,5,20,10.518,Zhou,http://dx.doi.org/10.1021/cm9007238,165698,293,5.5379E+04,,62,8,,
300,,0.014867258,-162.39,5.3214E-02,1,0.012874,-163.53,1.7738E-04,0.029786338,1.78652,0.04,CaGd0.96Mn0.04O3,Ca1-xGdxMnO3,,CaMnO3,,,6.7262E+01,,5.3214E-02,Co-precipitation,polycrystalline,Lan2010JACS,http://dx.doi.org/10.1111/j.1551-2916.2010.03673.x,50-70nm crystal size,Extrapolated from 323 K,210.36,4,5,20,10.518,Zhou,http://dx.doi.org/10.1021/cm9007238,165698,293,2.6371E+04,0.027559563,62,8,,
400,,0.012873558,-163.53,8.3094E-02,1,0.012874,-163.53,2.0774E-04,0.051454878,1.6149,0.04,CaGd0.96Mn0.04O3,Ca1-xGdxMnO3,,CaMnO3,,,7.7679E+01,,8.3094E-02,Co-precipitation,polycrystalline,Lan2010JACS,http://dx.doi.org/10.1111/j.1551-2916.2010.03673.x,50-70nm crystal size,,210.36,4,5,20,10.518,Zhou,http://dx.doi.org/10.1021/cm9007238,165698,293,2.6743E+04,0.046946754,62,8,,
700,,0.011666665,-172.65,1.7885E-01,1,0.012874,-163.53,2.5550E-04,0.13283632,1.34638,0.04,CaGd0.96Mn0.04O3,Ca1-xGdxMnO3,,CaMnO3,,,8.5714E+01,,1.7885E-01,Co-precipitation,polycrystalline,Lan2010JACS,http://dx.doi.org/10.1111/j.1551-2916.2010.03673.x,50-70nm crystal size,,210.36,4,5,20,10.518,Zhou,http://dx.doi.org/10.1021/cm9007238,165698,293,2.9808E+04,0.108736036,62,8,,
1000,,0.010566033,-172.65,2.8211E-01,1,0.012874,-163.53,2.8211E-04,0.220343013,1.28033,0.04,CaGd0.96Mn0.04O3,Ca1-xGdxMnO3,,CaMnO3,,,9.4643E+01,,2.8211E-01,Co-precipitation,polycrystalline,Lan2010JACS,http://dx.doi.org/10.1111/j.1551-2916.2010.03673.x,50-70nm crystal size,Extrapolated from 926 K,210.36,4,5,20,10.518,Zhou,http://dx.doi.org/10.1021/cm9007238,165698,293,2.9808E+04,0.180366527,62,8,,
300,,0.014545455,-104.27,2.2426E-02,1,0.011351356,-118.52,7.4752E-05,0.00787002,2.84951,0.06,CaGd0.94Mn0.06O3,Ca1-xGdxMnO3,,CaMnO3,,,6.8750E+01,,2.2426E-02,Co-precipitation,polycrystalline,Lan2010JACS,http://dx.doi.org/10.1111/j.1551-2916.2010.03673.x,50-70nm crystal size,Extrapolated from 323 K,210.36,4,5,20,10.518,Zhou,http://dx.doi.org/10.1021/cm9007238,165698,293,1.0873E+04,0.017660931,62,8,,
400,,0.011351356,-118.52,4.9498E-02,1,0.011351356,-118.52,1.2375E-04,0.019260696,2.5699,0.06,CaGd0.94Mn0.06O3,Ca1-xGdxMnO3,,CaMnO3,,,8.8095E+01,,4.9498E-02,Co-precipitation,polycrystalline,Lan2010JACS,http://dx.doi.org/10.1111/j.1551-2916.2010.03673.x,50-70nm crystal size,,210.36,4,5,20,10.518,Zhou,http://dx.doi.org/10.1021/cm9007238,165698,293,1.4047E+04,0.033456911,62,8,,
700,,0.008659808,-144.73,1.6932E-01,1,0.011351356,-118.52,2.4188E-04,0.079142343,2.1394,0.06,CaGd0.94Mn0.06O3,Ca1-xGdxMnO3,,CaMnO3,,,1.1548E+02,,1.6932E-01,Co-precipitation,polycrystalline,Lan2010JACS,http://dx.doi.org/10.1111/j.1551-2916.2010.03673.x,50-70nm crystal size,,210.36,4,5,20,10.518,Zhou,http://dx.doi.org/10.1021/cm9007238,165698,293,2.0946E+04,0.092190805,62,8,,
1000,,0.008865405,-144.73,2.3627E-01,1,0.011351356,-118.52,2.3627E-04,0.121469186,1.94512,0.06,CaGd0.94Mn0.06O3,Ca1-xGdxMnO3,,CaMnO3,,,1.1280E+02,,2.3627E-01,Co-precipitation,polycrystalline,Lan2010JACS,http://dx.doi.org/10.1111/j.1551-2916.2010.03673.x,50-70nm crystal size,Extrapolated from 926 K,210.36,4,5,20,10.518,Zhou,http://dx.doi.org/10.1021/cm9007238,165698,293,2.0946E+04,0.141496216,62,8,,
400,,0.00175816,23.09,1.2129E-02,4,0.001177,23.09,3.0321E-05,,,0.6,Nd1.4Bi0.6Ru2O7,Nd2-xBixRu2O7,,A2Ru2O7,,,5.6878E+02,,1.2129E-02,Solid state reaction,polycrystalline,Zhou2001ML,http://dx.doi.org/10.1016/S0167-577X(01)00317-2,,,1102.66,8,11,88,12.53022727,Yamamoto,http://dx.doi.org/10.1006/jssc.1994.1116,78129,300,5.3310E+02,,227,192,,
700,,0.00192802,32.45,3.8242E-02,4,0.001177,23.09,5.4631E-05,,,0.6,Nd1.4Bi0.6Ru2O7,Nd2-xBixRu2O7,,A2Ru2O7,,,5.1867E+02,,3.8242E-02,Solid state reaction,polycrystalline,Zhou2001ML,http://dx.doi.org/10.1016/S0167-577X(01)00317-2,,,1102.66,8,11,88,12.53022727,Yamamoto,http://dx.doi.org/10.1006/jssc.1994.1116,78129,300,1.0533E+03,,227,192,,
1000,,0.00203743,39.96,7.8364E-02,4,0.001177,23.09,7.8364E-05,,,0.6,Nd1.4Bi0.6Ru2O7,Nd2-xBixRu2O7,,A2Ru2O7,,,4.9081E+02,,7.8364E-02,Solid state reaction,polycrystalline,Zhou2001ML,http://dx.doi.org/10.1016/S0167-577X(01)00317-2,,,1102.66,8,11,88,12.53022727,Yamamoto,http://dx.doi.org/10.1006/jssc.1994.1116,78129,300,1.5966E+03,,227,192,,
400,,0.00117083,21.17,1.5312E-02,4,0.001759,21.17,3.8281E-05,,,1,NdBiRu2O7,Nd2-xBixRu2O7,,A2Ru2O7,,,8.5409E+02,,1.5312E-02,Solid state reaction,polycrystalline,Zhou2001ML,http://dx.doi.org/10.1016/S0167-577X(01)00317-2,,,1098.72,8,11,88,12.48545455,Yamamoto,http://dx.doi.org/10.1006/jssc.1994.1116,78127,300,4.4821E+02,,227,192,,
700,,0.00134069,30.25,4.7790E-02,4,0.001759,21.17,6.8271E-05,,,1,NdBiRu2O7,Nd2-xBixRu2O7,,A2Ru2O7,,,7.4588E+02,,4.7790E-02,Solid state reaction,polycrystalline,Zhou2001ML,http://dx.doi.org/10.1016/S0167-577X(01)00317-2,,,1098.72,8,11,88,12.48545455,Yamamoto,http://dx.doi.org/10.1006/jssc.1994.1116,78127,300,9.1530E+02,,227,192,,
1000,,0.00153071,35.44,8.2074E-02,4,0.001759,21.17,8.2074E-05,,,1,NdBiRu2O7,Nd2-xBixRu2O7,,A2Ru2O7,,,6.5329E+02,,8.2074E-02,Solid state reaction,polycrystalline,Zhou2001ML,http://dx.doi.org/10.1016/S0167-577X(01)00317-2,,,1098.72,8,11,88,12.48545455,Yamamoto,http://dx.doi.org/10.1006/jssc.1994.1116,78127,300,1.2563E+03,,227,192,,
400,,0.00321831,17.72,3.9019E-03,4,0.003218,17.72,9.7548E-06,,,0.6,Yb1.4Bi0.6Ru2O7,Yb2-xBixRu2O7,,A2Ru2O7,,,3.1072E+02,,3.9019E-03,Solid state reaction,polycrystalline,Zhou2001ML,http://dx.doi.org/10.1016/S0167-577X(01)00317-2,,,1098.72,8,11,88,12.48545455,Yamamoto,http://dx.doi.org/10.1006/jssc.1994.1116,78127,300,3.1394E+02,,227,192,,
700,,0.00310001,29.32,1.9417E-02,4,0.003218,17.72,2.7739E-05,,,0.6,Yb1.4Bi0.6Ru2O7,Yb2-xBixRu2O7,,A2Ru2O7,,,3.2258E+02,,1.9417E-02,Solid state reaction,polycrystalline,Zhou2001ML,http://dx.doi.org/10.1016/S0167-577X(01)00317-2,,,1098.72,8,11,88,12.48545455,Yamamoto,http://dx.doi.org/10.1006/jssc.1994.1116,78127,300,8.5991E+02,,227,192,,
1000,,0.00297746,38.96,5.0975E-02,4,0.003218,17.72,5.0975E-05,,,0.6,Yb1.4Bi0.6Ru2O7,Yb2-xBixRu2O7,,A2Ru2O7,,,3.3586E+02,,5.0975E-02,Solid state reaction,polycrystalline,Zhou2001ML,http://dx.doi.org/10.1016/S0167-577X(01)00317-2,,,1098.72,8,11,88,12.48545455,Yamamoto,http://dx.doi.org/10.1006/jssc.1994.1116,78127,300,1.5178E+03,,227,192,,
400,,0.00169298,19.30,8.7971E-03,4,0.001693,19.30,2.1993E-05,,,1,YbBiRu2O7,Yb2-xBixRu2O7,,A2Ru2O7,,,5.9067E+02,,8.7971E-03,Solid state reaction,polycrystalline,Zhou2001ML,http://dx.doi.org/10.1016/S0167-577X(01)00317-2,,,1098.72,8,11,88,12.48545455,Yamamoto,http://dx.doi.org/10.1006/jssc.1994.1116,78127,300,3.7233E+02,,227,192,,
700,,0.00176901,29.32,3.4028E-02,4,0.001693,19.30,4.8611E-05,,,1,YbBiRu2O7,Yb2-xBixRu2O7,,A2Ru2O7,,,5.6529E+02,,3.4028E-02,Solid state reaction,polycrystalline,Zhou2001ML,http://dx.doi.org/10.1016/S0167-577X(01)00317-2,,,1098.72,8,11,88,12.48545455,Yamamoto,http://dx.doi.org/10.1006/jssc.1994.1116,78127,300,8.5994E+02,,227,192,,
1000,,0.00181126,35.86,7.0995E-02,4,0.001693,19.30,7.0995E-05,,,1,YbBiRu2O7,Yb2-xBixRu2O7,,A2Ru2O7,,,5.5210E+02,,7.0995E-02,Solid state reaction,polycrystalline,Zhou2001ML,http://dx.doi.org/10.1016/S0167-577X(01)00317-2,,,1098.72,8,11,88,12.48545455,Yamamoto,http://dx.doi.org/10.1006/jssc.1994.1116,78127,300,1.2859E+03,,227,192,,
400,,0.00049075,-1.64,2.1849E-04,4,0.00049075,-1.64,5.4624E-07,,,2,Bi2Ru2O7,Y2-xBixRu2O7,,A2Ru2O7,,,1.8830E+03,,2.1849E-04,Solid state reaction,polycrystalline,Yasukawa2003SSC,http://dx.doi.org/10.1016/S0038-1098(03)00080-2,,Extrapolated from 478 K,1090.63,8,11,88,12.39352273,Kanno,http://dx.doi.org/10.1006/jssc.1993.1012,73787,300,2.6807E+00,,227,192,,
700,,0.00057405,5.38,3.5241E-03,4,0.00049075,-1.64,5.0344E-06,,,2,Bi2Ru2O7,Y2-xBixRu2O7,,A2Ru2O7,,,1.7268E+03,,3.5241E-03,Solid state reaction,polycrystalline,Yasukawa2003SSC,http://dx.doi.org/10.1016/S0038-1098(03)00080-2,,,1090.63,8,11,88,12.39352273,Kanno,http://dx.doi.org/10.1006/jssc.1993.1012,73787,300,2.8900E+01,,227,192,,
1000,,0.00068672,12.43,2.2512E-02,4,0.00049075,-1.64,2.2512E-05,,,2,Bi2Ru2O7,Y2-xBixRu2O7,,A2Ru2O7,,,1.4326E+03,,2.2512E-02,Solid state reaction,polycrystalline,Yasukawa2003SSC,http://dx.doi.org/10.1016/S0038-1098(03)00080-2,,,1090.63,8,11,88,12.39352273,Kanno,http://dx.doi.org/10.1006/jssc.1993.1012,73787,300,1.5459E+02,,227,192,,
400,,0.00101116,21.46,1.8218E-02,4,0.00101116,21.46,4.5545E-05,,,1.5,Y0.5Bi1.5Ru2O7,Y2-xBixRu2O7,,A2Ru2O7,,,9.6879E+02,,1.8218E-02,Solid state reaction,polycrystalline,Yasukawa2003SSC,http://dx.doi.org/10.1016/S0038-1098(03)00080-2,,Extrapolated from 478 K,1079.79,8,11,88,12.27034091,Kanno,http://dx.doi.org/10.1006/jssc.1993.1012,73790,300,4.6054E+02,,227,192,,
700,,0.001050437,15.29,1.5574E-02,4,0.00101116,21.46,2.2248E-05,,,1.5,Y0.5Bi1.5Ru2O7,Y2-xBixRu2O7,,A2Ru2O7,,,9.4641E+02,,1.5574E-02,Solid state reaction,polycrystalline,Yasukawa2003SSC,http://dx.doi.org/10.1016/S0038-1098(03)00080-2,,,1079.79,8,11,88,12.27034091,Kanno,http://dx.doi.org/10.1006/jssc.1993.1012,73790,300,2.3370E+02,,227,192,,
1000,,0.001190611,17.26,2.5011E-02,4,0.00101116,21.46,2.5011E-05,,,1.5,Y0.5Bi1.5Ru2O7,Y2-xBixRu2O7,,A2Ru2O7,,,8.2985E+02,,2.5011E-02,Solid state reaction,polycrystalline,Yasukawa2003SSC,http://dx.doi.org/10.1016/S0038-1098(03)00080-2,,,1079.79,8,11,88,12.27034091,Kanno,http://dx.doi.org/10.1006/jssc.1993.1012,73790,300,2.9778E+02,,227,192,,
400,,0.0019954,15.44,4.7803E-03,4,0.0019954,15.44,1.1951E-05,,,1,YBiRu2O7,Y2-xBixRu2O7,,A2Ru2O7,,,5.0228E+02,,4.7803E-03,Solid state reaction,polycrystalline,Yasukawa2003SSC,http://dx.doi.org/10.1016/S0038-1098(03)00080-2,,Extrapolated from 478 K,1069.75,8,11,88,12.15625,Kanno,http://dx.doi.org/10.1006/jssc.1993.1012,73793,300,2.3847E+02,,227,192,,
700,,0.001901516,17.15,1.0822E-02,4,0.0019954,15.44,1.5460E-05,,,1,YBiRu2O7,Y2-xBixRu2O7,,A2Ru2O7,,,5.1461E+02,,1.0822E-02,Solid state reaction,polycrystalline,Yasukawa2003SSC,http://dx.doi.org/10.1016/S0038-1098(03)00080-2,,,1069.75,8,11,88,12.15625,Kanno,http://dx.doi.org/10.1006/jssc.1993.1012,73793,300,2.9397E+02,,227,192,,
1000,,0.001998573,17.21,1.4823E-02,4,0.0019954,15.44,1.4823E-05,,,1,YBiRu2O7,Y2-xBixRu2O7,,A2Ru2O7,,,4.9225E+02,,1.4823E-02,Solid state reaction,polycrystalline,Yasukawa2003SSC,http://dx.doi.org/10.1016/S0038-1098(03)00080-2,,,1069.75,8,11,88,12.15625,Kanno,http://dx.doi.org/10.1006/jssc.1993.1012,73793,300,2.9626E+02,,227,192,,
400,,5.732274775,270.00,5.0870E-04,4,5.732274775,270.00,1.2717E-06,,,2,Y2Ru2O7,Y2-xBixRu2O7,,A2Ru2O7,,,1.7335E-01,,5.0870E-04,Solid state reaction,polycrystalline,Yasukawa2003SSC,http://dx.doi.org/10.1016/S0038-1098(03)00080-2,,Extrapolated from 478 K,1040.8,8,11,88,11.82727273,Kanno,http://dx.doi.org/10.1006/jssc.1993.1012,73799,300,7.2900E+04,,227,192,,
